ACSSF,2005e1,nc,000,0132,0000001,2325140,33472,11810,5896,4103,2326,8673,664,297128,133795,48167,33926,24681,55208,1351,1448398,726850,204435,148495,92974,264658,10986,546142,302250,58308,41516,31437,110560,2071,2325140,14232,125728,240202,200758,147291,121924,126873,140093,149028,147039,552701,205486,153785,2325140,1575633,103264,357969,421963,274615,220448,138952,58422,749507,154722,212128,149574,95400,70377,42849,24457,127600,138100,102300,2325140,1575633,48018,157562,156049,261150,387215,243793,205085,116761,749507,81815,217181,106746,116838,113949,49193,37700,26085,50656,59837,31802,2325140,1575633,598459,422450,216827,331151,6746,749507,238272,119471,92421,291017,8326,2325140,1575633,133632,1118,3539,128975,221251,14653,46410,160188,261150,50413,103804,106933,387215,162621,162703,61891,565639,407838,128721,29080,6746,749507,224207,61220,65977,97010,173209,139081,28482,5646,116838,112579,3825,434,113949,112291,1314,344,112978,112891,71,16,8326,2325140,1575633,515644,547678,480712,31599,749507,360271,211549,141609,36078,966,1075,757,3409840,21954,157481,276684,264280,275602,285169,297736,277965,241458,202415,636655,215114,159377,97950,727,3409840,2325140,357839,62338,69516,225985,394460,153734,74892,165834,377988,162992,107629,107367,501164,274912,164017,62235,678617,520729,128792,29096,15072,1084700,364182,14046,32265,317871,258238,30176,108274,119788,159059,68461,75226,15372,121666,94803,21438,5425,65221,61769,2899,553,18384,97950,2325140,33472,21809,10999,664,297128,215888,79889,1351,1448398,1079780,357632,10986,546142,402074,141997,2071
ACSSF,2005e1,nc,000,0132,0000002,1263385,18578,5545,2795,2794,1488,5428,528,164822,70857,26754,20907,15355,30106,843,778670,377417,117476,85384,53045,140123,5225,301315,165356,34118,24515,18055,58117,1154,1263385,3978,39417,102640,102250,77107,58962,62484,73041,78400,85978,338133,133743,107252,1263385,913303,34645,189632,256370,167761,136942,89394,38559,350082,49224,101516,79127,47880,36788,22250,13297,137700,145200,113700,1263385,913303,24159,83636,81028,143970,215642,141922,135333,87613,350082,30888,99533,46954,55813,54269,24284,21387,16954,55023,62972,34444,1263385,913303,336873,254616,130271,187717,3826,350082,98471,60286,47382,140019,3924,1263385,913303,70164,742,1693,67729,114833,5182,21020,88631,143970,23155,58661,62154,215642,82070,96415,37157,364868,258705,86823,19340,3826,350082,94538,22167,29988,42383,78913,58586,16621,3706,55813,52978,2554,281,54269,52965,968,336,62625,62625,0,0,3924,1263385,913303,196668,335466,369032,12137,350082,122229,114858,99466,13529,1236,1312,1006,2066981,10968,64585,127703,141353,162274,177112,200776,185674,155353,131343,409530,142026,111869,46415,765,2066981,1263385,164702,22909,31681,110112,193746,63768,37641,92337,199783,76133,61215,62435,269911,135035,97383,37493,427493,321330,86823,19340,7750,803596,280668,11282,23435,245951,199032,18161,82914,97957,118238,45293,60289,12656,95290,72548,17808,4934,49443,46701,2303,439,14510,46415,1263385,18578,11134,6916,528,164822,118518,45461,843,778670,580277,193168,5225,301315,223989,76172,1154
ACSSF,2005e1,nc,000,0132,0000003,1061755,14894,6265,3101,1309,838,3245,136,132306,62938,21413,13019,9326,25102,508,669728,349433,86959,63111,39929,124535,5761,244827,136894,24190,17001,13382,52443,917,1061755,10254,86311,137562,98508,70184,62962,64389,67052,70628,61061,214568,71743,46533,1061755,662330,68619,168337,165593,106854,83506,49558,19863,399425,105498,110612,70447,47520,33589,20599,11160,114700,126200,92000,1061755,662330,23859,73926,75021,117180,171573,101871,69752,29148,399425,50927,117648,59792,61025,59680,24909,16313,9131,45434,55357,29921,1061755,662330,261586,167834,86556,143434,2920,399425,139801,59185,45039,150998,4402,1061755,662330,63468,376,1846,61246,106418,9471,25390,71557,117180,27258,45143,44779,171573,80551,66288,24734,200771,149133,41898,9740,2920,399425,129669,39053,35989,54627,94296,80495,11861,1940,61025,59601,1271,153,59680,59326,346,8,50353,50266,71,16,4402,1061755,662330,318976,212212,111680,19462,399425,238042,96691,42143,22549,722,787,599,1342859,10986,92896,148981,122927,113328,108057,96960,92291,86105,71072,227125,73088,47508,51535,650,1342859,1061755,193137,39429,37835,115873,200714,89966,37251,73497,178205,86859,46414,44932,231253,139877,66634,24742,251124,199399,41969,9756,7322,281104,83514,2764,8830,71920,59206,12015,25360,21831,40821,23168,14937,2716,26376,22255,3630,491,15778,15068,596,114,3874,51535,1061755,14894,10675,4083,136,132306,97370,34428,508,669728,499503,164464,5761,244827,178085,65825,917
ACSSF,2005e1,nc,000,0132,0000004,2120609,31107,10343,5576,3931,2264,8358,635,275357,123561,45315,31854,23291,50132,1204,1327591,660779,188784,138729,87335,242051,9913,486554,268408,53141,37643,28191,97156,2015,2120609,11441,101039,209246,178938,128216,107634,112331,126181,137034,136831,523508,197651,150559,2120609,1469691,87668,322019,397617,260056,210874,135009,56448,650918,128110,182814,133055,84538,62604,37953,21844,130700,140500,104800,2120609,1469691,43687,139436,142400,241474,360503,229752,198104,114335,650918,68093,188937,91654,101005,99873,43217,34190,23949,51827,60776,32123,2120609,1469691,552915,397694,204704,308256,6122,650918,204399,104032,80490,254352,7645,2120609,1469691,117931,1033,3030,113868,201470,11562,41250,148658,241474,44459,95974,101041,360503,149521,152407,58575,542191,389376,124371,28444,6122,650918,190709,50359,58042,82308,150330,119967,25216,5147,101005,97213,3407,385,99873,98277,1260,336,101356,101324,16,16,7645,2120609,1469691,448217,521588,472114,27772,650918,294277,192124,133961,30556,1015,1120,802,3131162,18887,129226,239592,233573,242621,259225,276182,259619,226677,191382,605612,206936,156018,85612,746,3131162,2120609,308640,51392,61072,196176,351800,131529,66466,153805,342479,141672,99381,101426,460376,247798,153667,58911,643547,490700,124387,28460,13767,1010553,335696,12935,27487,295274,243723,25828,102677,115218,148790,62548,71260,14982,118159,91412,21322,5425,61682,58292,2837,553,16891,85612,2120609,31107,19850,10622,635,275357,200730,73423,1204,1327591,988292,329386,9913,486554,359192,125347,2015
ACSSF,2005e1,nc,000,0132,0000005,204531,2365,1467,320,172,62,315,29,21771,10234,2852,2072,1390,5076,147,120807,66071,15651,9766,5639,22607,1073,59588,33842,5167,3873,3246,13404,56,204531,2791,24689,30956,21820,19075,14290,14542,13912,11994,10208,29193,7835,3226,204531,105942,15596,35950,24346,14559,9574,3943,1974,98589,26612,29314,16519,10862,7773,4896,2613,95400,102700,86200,204531,105942,4331,18126,13649,19676,26712,14041,6981,2426,98589,13722,28244,15092,15833,14076,5976,3510,2136,38378,48247,29914,204531,105942,45544,24756,12123,22895,624,98589,33873,15439,11931,36665,681,204531,105942,15701,85,509,15107,19781,3091,5160,11530,19676,5954,7830,5892,26712,13100,10296,3316,23448,18462,4350,636,624,98589,33498,10861,7935,14702,22879,19114,3266,499,15833,15366,418,49,14076,14014,54,8,11622,11567,55,0,681,204531,105942,67427,26090,8598,3827,98589,65994,19425,7648,5522,573,602,537,278678,3067,28255,37092,30707,32981,25944,21554,18346,14781,11033,31043,8178,3359,12338,504,278678,204531,49199,10946,8444,29809,42660,22205,8426,12029,35509,21320,8248,5941,40788,27114,10350,3324,35070,30029,4405,636,1305,74147,28486,1111,4778,22597,14515,4348,5597,4570,10269,5913,3966,390,3507,3391,116,0,3539,3477,62,0,1493,12338,204531,2365,1959,377,29,21771,15158,6466,147,120807,91488,28246,1073,59588,42882,16650,56
ACSSF,2005e1,nc,000,0132,0000006,1581147,24536,8121,3984,2993,1902,6942,594,212145,93212,34862,24755,18524,39710,1082,1002213,495698,145640,106987,67037,179750,7101,342253,188454,38340,25977,19595,68367,1520,1581147,7029,63137,137153,122484,90588,71491,78750,91666,100391,105535,416872,164532,131519,1581147,1140042,50192,224867,314092,214871,174255,114832,46933,441105,73682,118403,96124,61757,46304,28141,16694,139000,146900,113300,1581147,1140042,30180,100351,104541,180862,273511,181502,167510,101585,441105,42177,124460,63219,68645,67924,31258,24559,18863,54559,62801,33350,1581147,1140042,412715,320599,165244,236895,4589,441105,127727,73133,57735,176802,5708,1581147,1140042,82717,860,1924,79933,147766,7104,25886,114776,180862,30143,70810,79909,273511,107877,119602,46032,450597,320881,105412,24304,4589,441105,120947,32225,36746,51976,103201,79148,19789,4264,68645,65863,2501,281,67924,66736,852,336,74680,74648,16,16,5708,1581147,1140042,288845,410702,420075,20420,441105,176613,134623,109037,20832,1146,1235,896,2369860,11499,82489,157926,158282,168815,184001,212984,205520,179144,153181,486319,172702,136551,60447,787,2369860,1581147,203664,33085,38670,131909,250967,86252,45675,119040,249507,96006,73311,80190,341435,174613,120454,46368,525277,395529,105428,24320,10297,788713,250633,9275,17646,223712,193427,17838,76986,98603,121701,47041,61665,12995,98501,75668,18190,4643,51729,49045,2131,553,12275,60447,1581147,24536,15098,8844,594,212145,152829,58234,1082,1002213,748325,246787,7101,342253,252771,87962,1520
ACSSF,2005e1,nc,000,0132,0000007,584485,9455,2827,963,1248,469,3605,343,80389,35328,13633,9297,6864,14752,515,365345,170560,56015,41612,26710,67720,2728,129296,68751,13613,10774,8153,27426,579,584485,1472,9548,31876,44581,31731,23853,27884,29425,33938,40155,173771,71652,64599,584485,444639,8003,82732,123724,86586,71505,49117,22972,139846,11909,39818,31638,22249,16476,10115,7641,148200,153800,124300,584485,444639,11838,32632,37956,68580,100085,68573,74726,50249,139846,10904,35091,19225,21093,21675,11744,10654,9460,59994,66985,38064,584485,444639,156489,129837,66061,90129,2123,139846,35218,26024,19683,56879,2042,584485,444639,28401,243,367,27791,51902,1236,8795,41871,68580,8054,25485,35041,100085,33626,46893,19566,193548,134923,46018,12607,2123,139846,33018,6800,10093,16125,30160,20222,7803,2135,21093,19612,1214,267,21675,20892,487,296,31858,31858,0,0,2042,584485,444639,49584,156081,233805,5169,139846,28480,47710,58835,4821,1502,1562,1340,1044558,5325,21298,42215,59978,72791,88174,113480,99728,86088,70824,219077,76838,68032,20710,810,1044558,584485,61419,7043,10460,43916,82062,21458,16598,44006,89673,27666,26699,35308,121760,54518,47380,19862,225406,166781,46018,12607,4165,460073,147179,6620,9217,131342,118608,8008,45671,64929,72666,25065,39655,7946,58715,45403,10936,2376,33568,32050,1122,396,8627,20710,584485,9455,5038,4074,343,80389,58258,21616,515,365345,268187,94430,2728,129296,93138,35579,579
ACSSF,2005e1,nc,000,0132,0000008,996662,15081,5294,3021,1745,1433,3337,251,131756,57884,21229,15458,11660,24958,567,636868,325138,89625,65375,40327,112030,4373,212957,119703,24727,15203,11442,40941,941,996662,5557,53589,105277,77903,58857,47638,50866,62241,66453,65380,243101,92880,66920,996662,695403,42189,142135,190368,128285,102750,65715,23961,301259,61773,78585,64486,39508,29828,18026,9053,133100,142600,107400,996662,695403,18342,67719,66585,112282,173426,112929,92784,51336,301259,31273,89369,43994,47552,46249,19514,13905,9403,51765,60891,31611,996662,695403,256226,190762,99183,146766,2466,301259,92509,47109,38052,119923,3666,996662,695403,54316,617,1557,52142,95864,5868,17091,72905,112282,22089,45325,44868,173426,74251,72709,26466,257049,185958,59394,11697,2466,301259,87929,25425,26653,35851,73041,58926,11986,2129,47552,46251,1287,14,46249,45844,365,40,42822,42790,16,16,3666,996662,695403,239261,254621,186270,15251,301259,148133,86913,50202,16011,925,1002,736,1325302,6174,61191,115711,98304,96024,95827,99504,105792,93056,82357,267242,95864,68519,39737,765,1325302,996662,142245,26042,28210,87993,168905,64794,29077,75034,159834,68340,46612,44882,219675,120095,73074,26506,299871,228748,59410,11713,6132,328640,103454,2655,8429,92370,74819,9830,31315,33674,49035,21976,22010,5049,39786,30265,7254,2267,18161,16995,1009,157,3648,39737,996662,15081,10060,4770,251,131756,94571,36618,567,636868,480138,152357,4373,212957,159633,52383,941
ACSSF,2005e1,nc,000,0132,0000009,539462,6571,2222,1592,938,362,1416,41,63212,30349,10453,7099,4767,10422,122,325378,165081,43144,31742,20298,62301,2812,144301,79954,14801,11666,8596,28789,495,539462,4412,37902,72093,56454,37628,36143,33581,34515,36643,31296,106636,33119,19040,539462,329649,37476,97152,83525,45185,36619,20177,9515,209813,54428,64411,36931,22781,16300,9812,5150,105900,115800,88700,539462,329649,13507,39085,37859,60612,86992,48250,30594,12750,209813,25916,64477,28435,32360,31949,11959,9631,5086,44253,53754,29419,539462,329649,140200,77095,39460,71361,1533,209813,76672,30899,22755,77550,1937,539462,329649,35214,173,1106,33935,53704,4458,15364,33882,60612,14316,25164,21132,86992,41644,32805,12543,91594,68495,18959,4140,1533,209813,69762,18134,21296,30332,47129,40819,5427,883,32360,31350,906,104,31949,31541,408,0,26676,26676,0,0,1937,539462,329649,159372,110886,52039,7352,209813,117664,57501,24924,9724,748,794,661,761302,7388,46737,81666,75291,73806,75224,63198,54099,47533,38201,119293,34234,19467,25165,612,761302,539462,104976,18307,22402,64267,100833,45277,20791,34765,92972,45666,26070,21236,118941,73185,33213,12543,118270,95171,18959,4140,3470,221840,85063,3660,9841,71562,50296,7990,25691,16615,27089,15507,9595,1987,19658,15744,3132,782,9953,9247,706,0,4616,25165,539462,6571,4752,1778,41,63212,47901,15189,122,325378,239967,82599,2812,144301,106421,37385,495
ACSSF,2005e1,nc,000,0132,0000010,107724,590,281,29,85,15,180,0,11195,5063,1782,1793,911,1646,0,59975,28343,7777,6947,3825,12758,325,35964,18948,4355,2913,2444,7221,83,107724,260,3693,10906,11902,8115,8774,6259,7200,6906,7708,21777,8686,5538,107724,69117,5939,21707,17107,9033,9542,4757,1032,38607,6321,13347,9262,4130,3475,1449,623,111100,118400,98800,107724,69117,2622,7784,6905,11985,18142,9830,8188,3661,38607,4331,12238,4324,6147,6893,1575,1997,1102,47248,57763,30362,107724,69117,30315,16246,8236,14063,257,38607,11601,6836,4836,15183,151,107724,69117,8216,0,128,8088,8838,531,2543,5764,11985,2735,4880,4370,18142,7754,7559,2829,21679,16300,4228,1151,257,38607,12623,1752,4529,6342,8119,6249,1414,456,6147,5747,400,0,6893,6893,0,0,4674,4674,0,0,151,107724,69117,20542,25915,21807,853,38607,13971,14407,8579,1650,1075,1120,1004,201600,2760,8936,16467,20266,23129,24377,19891,15705,10704,10802,28041,9406,5897,5219,612,201600,107724,20839,1752,4657,14430,16957,6780,3957,6220,18132,8482,5280,4370,25035,14647,7559,2829,26353,20974,4228,1151,408,93876,44784,2382,5919,36483,20702,2625,10969,7108,9186,4828,3551,807,7396,5718,1357,321,3754,3475,279,0,2835,5219,107724,590,395,195,0,11195,8638,2557,0,59975,43067,16583,325,35964,26216,9665,83
